repo,panel,scenario,sample_type,sample_id,metric,value,better
Propaganda_TCSS_2025_Code,,random impulse control,random,random_014,profit J,33.37532358959737,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_015,profit J,31.946667289555677,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_016,profit J,33.85567491621765,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_017,profit J,32.06376207594239,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_018,profit J,33.81339265066122,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_019,profit J,33.285384392433265,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_020,profit J,32.77759614457209,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_021,profit J,32.64481585603861,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_022,profit J,33.152736362288984,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_023,profit J,34.308727316427415,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_024,profit J,34.224217002016594,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_025,profit J,33.0831392810212,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_026,profit J,33.857759216841885,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_027,profit J,32.27029823736512,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_028,profit J,33.07457458056174,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_029,profit J,33.91311928632482,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_030,profit J,33.148172381330596,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_031,profit J,33.477267465751105,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_032,profit J,32.57627058998987,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_033,profit J,33.592181622426345,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_034,profit J,32.268230373626295,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_035,profit J,34.44633001529395,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_036,profit J,32.22685586897665,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_037,profit J,32.7917001178395,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_038,profit J,31.210963713266697,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_039,profit J,33.542035217141084,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_040,profit J,33.14962428011935,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_041,profit J,34.17793014893519,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_042,profit J,32.634569981258146,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_043,profit J,33.539026226692584,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_044,profit J,32.518221034558465,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_045,profit J,33.514191600943086,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_046,profit J,34.296035361614514,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_047,profit J,32.18828782542887,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_048,profit J,32.952137946037354,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_049,profit J,33.547571733955735,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_050,profit J,32.757473016459606,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_051,profit J,33.533978894365006,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_052,profit J,33.77789505105611,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_053,profit J,34.25146699966405,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_054,profit J,33.4395275478345,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_055,profit J,33.91446471629229,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_056,profit J,33.27617490496765,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_057,profit J,32.70300033261211,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_058,profit J,33.13226317629691,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_059,profit J,33.95208553071215,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_060,profit J,34.15676901999755,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_061,profit J,33.868999206660106,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_062,profit J,34.40355146490647,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_063,profit J,33.485827062336206,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_064,profit J,33.62896261631681,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_065,profit J,33.223345431767726,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_066,profit J,33.115324279680266,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_067,profit J,33.63393251112619,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_068,profit J,34.54925950474732,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_069,profit J,34.619437268623784,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_070,profit J,34.48516110311079,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_071,profit J,32.75305696375315,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_072,profit J,33.396191365688786,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_073,profit J,31.972545163229523,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_074,profit J,34.01424543654828,higher
Propaganda_TCSS_2025_Code,,random impulse control,random,random_075,profit J,34.074857578042455,higher
