example,scenario,sample_type,sample_id,metric,value,better,panel
node_game,random attack,random,random_attack_001,attacker payoff,-34.07929054164495,higher,fixed computed defense; vary attack
node_game,random defense,random,random_defense_001,defender payoff,-102.84361979144714,higher,fixed computed attack; vary defense
node_game,random attack,random,random_attack_002,attacker payoff,-37.256956450087266,higher,fixed computed defense; vary attack
node_game,random defense,random,random_defense_002,defender payoff,-120.20434645740181,higher,fixed computed attack; vary defense
node_game,random attack,random,random_attack_003,attacker payoff,-34.80541773046305,higher,fixed computed defense; vary attack
node_game,random defense,random,random_defense_003,defender payoff,-112.72813489235263,higher,fixed computed attack; vary defense
node_game,random attack,random,random_attack_004,attacker payoff,-31.25834113074775,higher,fixed computed defense; vary attack
node_game,random defense,random,random_defense_004,defender payoff,-107.44071803581639,higher,fixed computed attack; vary defense
node_game,random attack,random,random_attack_005,attacker payoff,-30.760337731022247,higher,fixed computed defense; vary attack
node_game,random defense,random,random_defense_005,defender payoff,-103.68623529994869,higher,fixed computed attack; vary defense
node_game,random attack,random,random_attack_006,attacker payoff,-40.29388888184103,higher,fixed computed defense; vary attack
node_game,random defense,random,random_defense_006,defender payoff,-123.38533087792287,higher,fixed computed attack; vary defense
node_game,random attack,random,random_attack_007,attacker payoff,-28.287795884816727,higher,fixed computed defense; vary attack
node_game,random defense,random,random_defense_007,defender payoff,-88.4244437735734,higher,fixed computed attack; vary defense
node_game,random attack,random,random_attack_008,attacker payoff,-38.52183432287443,higher,fixed computed defense; vary attack
node_game,random defense,random,random_defense_008,defender payoff,-115.61281025105481,higher,fixed computed attack; vary defense
node_game,random attack,random,random_attack_009,attacker payoff,-26.616668933699295,higher,fixed computed defense; vary attack
node_game,random defense,random,random_defense_009,defender payoff,-99.38565291995326,higher,fixed computed attack; vary defense
node_game,random attack,random,random_attack_010,attacker payoff,-33.574941808024334,higher,fixed computed defense; vary attack
node_game,random defense,random,random_defense_010,defender payoff,-94.27126442961855,higher,fixed computed attack; vary defense
node_game,random attack,random,random_attack_011,attacker payoff,-41.53590528074392,higher,fixed computed defense; vary attack
node_game,random defense,random,random_defense_011,defender payoff,-87.50238450709477,higher,fixed computed attack; vary defense
node_game,random attack,random,random_attack_012,attacker payoff,-41.790045193742706,higher,fixed computed defense; vary attack
node_game,random defense,random,random_defense_012,defender payoff,-104.12099972341716,higher,fixed computed attack; vary defense
node_game,random attack,random,random_attack_013,attacker payoff,-34.670883509529105,higher,fixed computed defense; vary attack
